"start_datetime";"session_user";"controller";"countRequestsGET";"countRequestsPOST";"countRequestsPUT";"countRequestsDELETE";"avgBytesSELECT";"avgBytesDELETE";"avgBytesUPDATE";"avgBytesINSERT";"avgOtherSQL";"Malicious"
"17-07-2023 06:10:47";"03E4B5E796D96738D535F3F021F1BC20";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:10:57";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:10:57";"25F8064FB9411F14575430B5430BB347";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:11:03";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"512";"0";"0";"0";"0";"0"
"17-07-2023 06:11:03";"25F8064FB9411F14575430B5430BB347";"9";"0";"1";"0";"0";"512";"0";"0";"0";"0";"0"
"17-07-2023 06:11:11";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:11:22";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:11:35";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"145";"0";"0";"0";"0";"0"
"17-07-2023 06:11:40";"03E4B5E796D96738D535F3F021F1BC20";"9";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:11:42";"25F8064FB9411F14575430B5430BB347";"9";"0";"1";"0";"0";"535";"0";"0";"0";"0";"0"
"17-07-2023 06:12:06";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:12:39";"03E4B5E796D96738D535F3F021F1BC20";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:12:37";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:12:39";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:12:37";"25F8064FB9411F14575430B5430BB347";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:12:56";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:13:07";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:13:24";"03E4B5E796D96738D535F3F021F1BC20";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:13:21";"03E4B5E796D96738D535F3F021F1BC20";"9";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:13:24";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:13:39";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:13:39";"25F8064FB9411F14575430B5430BB347";"9";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:13:58";"03E4B5E796D96738D535F3F021F1BC20";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:14:19";"03E4B5E796D96738D535F3F021F1BC20";"9";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:14:21";"1EF5C0919C88E3D852DFF3DC2A3E4695";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:14:55";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:14:55";"25F8064FB9411F14575430B5430BB347";"5";"1";"0";"0";"0";"422";"0";"0";"0";"0";"0"
"17-07-2023 06:15:21";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:15:21";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:16:07";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:16:07";"25F8064FB9411F14575430B5430BB347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:16:59";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:16:57";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:16:57";"25F8064FB9411F14575430B5430BB347";"5";"0";"1";"0";"0";"832";"0";"0";"0";"0";"0"
"17-07-2023 06:17:13";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"1";"0";"0";"0";"291";"0";"0";"0";"0";"0"
"17-07-2023 06:17:45";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:17:43";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"0";"1";"0";"0";"408";"0";"0";"143";"0";"0"
"17-07-2023 06:17:45";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:18:09";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"1";"0";"0";"0";"1113";"0";"0";"0";"0";"0"
"17-07-2023 06:18:09";"25F8064FB9411F14575430B5430BB347";"5";"0";"1";"0";"0";"775";"0";"0";"0";"0";"0"
"17-07-2023 06:18:23";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:18:23";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:19:21";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:19:27";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"1";"0";"0";"0";"417";"0";"0";"0";"0";"0"
"17-07-2023 06:19:21";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:19:27";"25F8064FB9411F14575430B5430BB347";"5";"1";"0";"0";"0";"417";"0";"0";"0";"0";"0"
"17-07-2023 06:20:02";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:20:15";"599FC9CD833A6DE877F9AE9314BDFB0D";"5";"1";"0";"0";"0";"417";"0";"0";"0";"0";"0"
"17-07-2023 06:20:47";"599FC9CD833A6DE877F9AE9314BDFB0D";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:20:47";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:21:59";"E35CEEEF422D66E80DF772C79A57920A";"2";"2";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:21:59";"25F8064FB9411F14575430B5430BB347";"2";"1";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:21:58";"067E32CA840C7D8ADA6CAB8293BE8356";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 06:22:09";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:22:09";"25F8064FB9411F14575430B5430BB347";"3";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:22:44";"E35CEEEF422D66E80DF772C79A57920A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:22:42";"E35CEEEF422D66E80DF772C79A57920A";"3";"0";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:22:42";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:23:29";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:23:29";"25F8064FB9411F14575430B5430BB347";"3";"1";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:23:31";"E35CEEEF422D66E80DF772C79A57920A";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:23:31";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:23:44";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:23:44";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:24:00";"E35CEEEF422D66E80DF772C79A57920A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:24:00";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:24:28";"E35CEEEF422D66E80DF772C79A57920A";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:24:28";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:24:30";"E35CEEEF422D66E80DF772C79A57920A";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:24:30";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:25:23";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"1";"0";"0";"590";"0";"0";"40";"0";"0"
"17-07-2023 06:25:44";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:25:54";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"81";"0";"0";"0";"0";"0"
"17-07-2023 06:26:11";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:26:23";"E35CEEEF422D66E80DF772C79A57920A";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:26:28";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:26:28";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:26:41";"E35CEEEF422D66E80DF772C79A57920A";"3";"0";"1";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:26:41";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"40";"0";"0"
"17-07-2023 06:27:15";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:27:15";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:27:30";"E35CEEEF422D66E80DF772C79A57920A";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:27:44";"E35CEEEF422D66E80DF772C79A57920A";"3";"0";"1";"0";"0";"104";"0";"0";"0";"0";"0"
"17-07-2023 06:27:44";"25F8064FB9411F14575430B5430BB347";"3";"1";"0";"0";"0";"104";"0";"0";"0";"0";"0"
"17-07-2023 06:27:59";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:27:55";"25F8064FB9411F14575430B5430BB347";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 06:27:59";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:27:55";"A5694A9189A2B4BB28724B9204FFDB29";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 06:28:03";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:28:03";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:28:15";"9273CC2CB825242347231889803AB9CA";"6";"2";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:28:17";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:28:20";"9273CC2CB825242347231889803AB9CA";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:28:20";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:28:20";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:28:20";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:28:35";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:28:47";"9273CC2CB825242347231889803AB9CA";"6";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:28:47";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:28:51";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:00";"9273CC2CB825242347231889803AB9CA";"6";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:00";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"533";"0";"0";"0";"0";"0"
"17-07-2023 06:29:14";"9273CC2CB825242347231889803AB9CA";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:14";"25F8064FB9411F14575430B5430BB347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:45";"9273CC2CB825242347231889803AB9CA";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:43";"9273CC2CB825242347231889803AB9CA";"6";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:29:45";"25F8064FB9411F14575430B5430BB347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:01";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:01";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:14";"9273CC2CB825242347231889803AB9CA";"6";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:19";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:22";"9273CC2CB825242347231889803AB9CA";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:22";"25F8064FB9411F14575430B5430BB347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:30:35";"9273CC2CB825242347231889803AB9CA";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:31:01";"32F05E43348CA49DEF97C44BB705A5AD";"1";"1";"0";"0";"0";"413";"0";"0";"0";"0";"0"
"17-07-2023 06:31:11";"32F05E43348CA49DEF97C44BB705A5AD";"1";"2";"0";"0";"0";"505";"0";"0";"0";"0";"0"
"17-07-2023 06:31:11";"25F8064FB9411F14575430B5430BB347";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 06:31:29";"B0A4669A8BE41671A97FAB8D078257C0";"1";"1";"0";"0";"0";"295";"0";"0";"0";"0";"0"
"17-07-2023 06:31:28";"F0883C0D3FF070C333473CB1C45FA182";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:31:30";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:31:30";"ED7FC363DE87C0C7364A8BEDC3030FAC";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:31:39";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:31:50";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"38";"0";"0"
"17-07-2023 06:31:52";"ED7FC363DE87C0C7364A8BEDC3030FAC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:31:50";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"0";"1";"0";"0";"0";"0";"0";"38";"0";"0"
"17-07-2023 06:32:01";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:32:17";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"38";"0";"0"
"17-07-2023 06:32:17";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"0";"1";"0";"0";"0";"0";"0";"38";"0";"0"
"17-07-2023 06:32:21";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:32:21";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:33:26";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:33:26";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:33:43";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:33:43";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"73";"0";"0";"0";"0";"0"
"17-07-2023 06:34:02";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:34:36";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"502";"0";"0";"0";"0";"0"
"17-07-2023 06:34:36";"ED7FC363DE87C0C7364A8BEDC3030FAC";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:34:36";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"502";"0";"0";"0";"0";"0"
"17-07-2023 06:34:54";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"1";"0";"0";"0";"0";"0";"38";"0";"0"
"17-07-2023 06:35:01";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:35:11";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:35:29";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"507";"0";"0";"0";"0";"0"
"17-07-2023 06:35:29";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"507";"0";"0";"0";"0";"0"
"17-07-2023 06:35:41";"25F8064FB9411F14575430B5430BB347";"6";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:35:41";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:35:59";"D72C5E4F3D54927845AC0C46766B92C6";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:35:56";"25F8064FB9411F14575430B5430BB347";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:35:56";"ED7FC363DE87C0C7364A8BEDC3030FAC";"6";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:36:00";"46616685C87B49AA2D2137E484DA44B7";"2";"2";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:36:00";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:36:32";"25F8064FB9411F14575430B5430BB347";"7";"0";"1";"0";"0";"535";"0";"0";"0";"0";"0"
"17-07-2023 06:36:51";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:37:05";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:37:24";"46616685C87B49AA2D2137E484DA44B7";"7";"0";"1";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:37:24";"25F8064FB9411F14575430B5430BB347";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:37:36";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:37:36";"25F8064FB9411F14575430B5430BB347";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:37:55";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:37:55";"25F8064FB9411F14575430B5430BB347";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:38:43";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:39:21";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:39:44";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:39:58";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:40:17";"46616685C87B49AA2D2137E484DA44B7";"7";"0";"1";"0";"0";"157";"0";"0";"0";"0";"0"
"17-07-2023 06:40:33";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"169";"0";"0";"0";"0";"0"
"17-07-2023 06:40:51";"46616685C87B49AA2D2137E484DA44B7";"7";"2";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:40:51";"25F8064FB9411F14575430B5430BB347";"7";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:41:19";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:41:11";"46616685C87B49AA2D2137E484DA44B7";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:41:11";"25F8064FB9411F14575430B5430BB347";"7";"0";"1";"0";"0";"611";"0";"0";"0";"0";"0"
"17-07-2023 06:41:47";"46616685C87B49AA2D2137E484DA44B7";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:41:45";"46616685C87B49AA2D2137E484DA44B7";"7";"0";"1";"0";"0";"649";"0";"0";"54";"0";"0"
"17-07-2023 06:41:47";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:42:04";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:42:26";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"0";"0";"0";"221";"0";"0";"0";"0";"0"
"17-07-2023 06:42:42";"46616685C87B49AA2D2137E484DA44B7";"7";"1";"1";"0";"0";"636";"0";"0";"0";"0";"0"
"17-07-2023 06:42:42";"25F8064FB9411F14575430B5430BB347";"7";"0";"1";"0";"0";"517";"0";"0";"0";"0";"0"
"17-07-2023 06:42:56";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:42:54";"FA044234BD154D70D6D28F108377F112";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:42:55";"A0741030B8CB8A66C520A291A1E7088D";"2";"2";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:43:13";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:43:20";"25F8064FB9411F14575430B5430BB347";"10";"0";"1";"0";"0";"535";"0";"0";"0";"0";"0"
"17-07-2023 06:43:20";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:43:36";"25F8064FB9411F14575430B5430BB347";"10";"0";"1";"0";"0";"517";"0";"0";"0";"0";"0"
"17-07-2023 06:43:36";"A0741030B8CB8A66C520A291A1E7088D";"10";"2";"0";"0";"0";"517";"0";"0";"0";"0";"0"
"17-07-2023 06:43:49";"25F8064FB9411F14575430B5430BB347";"2";"0";"1";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:43:49";"A0741030B8CB8A66C520A291A1E7088D";"2";"1";"0";"0";"0";"473";"0";"0";"0";"0";"0"
"17-07-2023 06:44:03";"A0741030B8CB8A66C520A291A1E7088D";"10";"2";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:44:22";"A0741030B8CB8A66C520A291A1E7088D";"10";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:05";"A0741030B8CB8A66C520A291A1E7088D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:14";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:26";"A0741030B8CB8A66C520A291A1E7088D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:26";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"89";"0";"0";"0";"0";"0"
"17-07-2023 06:45:35";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:49";"A0741030B8CB8A66C520A291A1E7088D";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:45:45";"A0741030B8CB8A66C520A291A1E7088D";"10";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"17-07-2023 06:46:07";"A0741030B8CB8A66C520A291A1E7088D";"10";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
